video_path,action,hip_knee_angle,shoulder_hip_angle,shoulder_angle,elbow_angle,avg_hip_angle,avg_shoulder_angle,avg_knee_angle,score
E:\course_work\Dissertation\pose_estim\back_009_m02_20230224112302.mp4,Jump,112.6059427,87.55757866,67.65494103,153.5029215,111.8887074,86.99988708,67.22401784,1
E:\course_work\Dissertation\pose_estim\back_009_m02_20230224112319.mp4,Jump,110.3918724,96.4953335,80.95341127,151.37632,109.6931897,95.88460354,80.44104791,3
E:\course_work\Dissertation\pose_estim\back_009_m02_20230224112339.mp4,Jump,114.8510319,89.44017375,59.08469789,122.3923925,114.0589558,88.82334497,58.67721722,2
E:\course_work\Dissertation\pose_estim\back_009_m02_20230224112356.mp4,Jump,114.3224071,87.99370351,68.15861946,156.8530402,113.5800538,87.42231582,67.71603102,2
E:\course_work\Dissertation\pose_estim\back_010_m01_20230224113357.mp4,None,121.7531154,94.61931581,83.62795177,135.8440633,121.7531154,94.61931581,83.62795177,1
E:\course_work\Dissertation\pose_estim\back_010_m01_20230224113421.mp4,None,134.9847578,94.01810927,81.70419407,132.5459678,134.2925283,93.53596512,81.28519821,1
E:\course_work\Dissertation\pose_estim\back_010_m01_20230224113439.mp4,Squat,136.7879825,91.51988389,81.11887445,141.4327276,136.7879825,91.51988389,81.11887445,1
E:\course_work\Dissertation\pose_estim\back_010_m01_20230224113456.mp4,Squat,133.1776393,96.19547246,81.41705333,146.6132266,133.1776393,96.19547246,81.41705333,1
E:\course_work\Dissertation\pose_estim\back_010_m01_20230224113515.mp4,Squat,126.1211087,102.051479,79.60819901,150.5525539,126.1211087,102.051479,79.60819901,1
E:\course_work\Dissertation\pose_estim\back_010_m01_20230224113534.mp4,Squat,131.4202222,96.76346717,75.31313848,136.4343646,131.4202222,96.76346717,75.31313848,1
E:\course_work\Dissertation\pose_estim\back_010_m01_20230224113555.mp4,None,140.2382889,90.60776177,82.64006347,149.6618221,139.4719594,90.11263739,82.18847843,1
E:\course_work\Dissertation\pose_estim\back_010_m02_20230224113702.mp4,None,131.5108952,95.00181203,78.35995145,168.6930615,130.1689473,94.03240579,77.5603601,1
E:\course_work\Dissertation\pose_estim\back_010_m02_20230224113720.mp4,Squat,115.0410161,89.65701977,76.13879436,156.5556409,114.4123766,89.1670907,75.72273538,2
E:\course_work\Dissertation\pose_estim\back_010_m02_20230224113737.mp4,Squat,127.5304504,92.24976206,73.27111511,154.2386494,126.766795,91.69736828,72.83236592,1
E:\course_work\Dissertation\pose_estim\back_010_m02_20230224113753.mp4,Squat,118.739148,90.19935304,74.01827347,139.9763757,117.9923609,89.63206152,73.55274974,0
E:\course_work\Dissertation\pose_estim\back_010_m02_20230224113809.mp4,Jump,122.924743,103.3591711,89.30253783,136.216947,121.3283177,102.0168442,88.14276461,2
E:\course_work\Dissertation\pose_estim\back_010_m02_20230224113825.mp4,Jump,116.3813779,90.84549201,76.21240245,158.453326,115.6844835,90.30150703,75.75604076,2
E:\course_work\Dissertation\pose_estim\back_010_m02_20230224113841.mp4,Jump,118.2530734,95.69620116,80.9995949,144.3550956,117.5231162,95.10548387,80.4995974,3
E:\course_work\Dissertation\pose_estim\back_010_m02_20230224113857.mp4,Squat,126.1412941,91.36441679,81.78154558,157.3238918,124.7993654,90.39245491,80.91152914,3
E:\course_work\Dissertation\pose_estim\back_011_m01_20230224114203.mp4,Squat,111.6173169,96.20136723,72.06385654,133.8143603,111.6173169,96.20136723,72.06385654,1
E:\course_work\Dissertation\pose_estim\back_011_m01_20230224114225.mp4,Squat,114.9626306,101.189513,75.11743135,145.6881277,114.9626306,101.189513,75.11743135,1
E:\course_work\Dissertation\pose_estim\back_011_m01_20230224114243.mp4,Squat,113.8759737,100.4709696,73.90432808,145.226829,113.8759737,100.4709696,73.90432808,1
E:\course_work\Dissertation\pose_estim\back_011_m01_20230224114301.mp4,Squat,115.1159384,102.0629774,74.18106151,141.7393653,115.1159384,102.0629774,74.18106151,1
E:\course_work\Dissertation\pose_estim\back_011_m01_20230224114318.mp4,Squat,115.1795227,101.5355417,72.35699158,127.768077,115.1795227,101.5355417,72.35699158,1
E:\course_work\Dissertation\pose_estim\back_011_m01_20230224114336.mp4,None,116.9882777,101.6055004,76.04260985,127.478012,116.9882777,101.6055004,76.04260985,1
E:\course_work\Dissertation\pose_estim\back_011_m01_20230224114354.mp4,Squat,117.9686884,99.69642052,72.96317669,136.0175905,117.9686884,99.69642052,72.96317669,1
E:\course_work\Dissertation\pose_estim\back_011_m02_20230224114509.mp4,Jump,111.1716572,91.66738634,70.92475465,159.168767,110.5327396,91.14056228,70.51714112,2
E:\course_work\Dissertation\pose_estim\back_011_m02_20230224114526.mp4,Jump,121.4976619,96.01665517,73.53699976,161.2999898,120.1698186,94.96729282,72.7333167,2
E:\course_work\Dissertation\pose_estim\back_011_m02_20230224114543.mp4,Squat,124.2363706,99.32498355,68.96618988,139.2846521,123.582495,98.80222047,68.60320993,2
E:\course_work\Dissertation\pose_estim\back_011_m02_20230224114600.mp4,Jump,110.2994137,90.12608855,72.20006368,159.7157143,109.5968696,89.55203703,71.74019066,1
E:\course_work\Dissertation\pose_estim\back_011_m02_20230224114617.mp4,Squat,114.9501091,90.39684535,69.85771337,162.8157165,114.3575828,89.93088223,69.49762206,2
E:\course_work\Dissertation\pose_estim\back_011_m02_20230224114636.mp4,None,115.9243992,92.7440318,71.85960742,159.519772,115.238456,92.19525055,71.43440265,2
E:\course_work\Dissertation\pose_estim\back_011_m02_20230224114652.mp4,Jump,114.1889372,90.31826848,71.47893671,161.9448129,113.6627209,89.90205526,71.14954069,2
E:\course_work\Dissertation\pose_estim\back_012_m01_20230224121817.mp4,Squat,137.1867084,101.3225328,80.53703984,144.4993232,137.1867084,101.3225328,80.53703984,1
E:\course_work\Dissertation\pose_estim\back_012_m01_20230224121837.mp4,Squat,116.7903281,101.2823681,68.72878482,119.4291126,116.7903281,101.2823681,68.72878482,1
E:\course_work\Dissertation\pose_estim\back_012_m01_20230224121858.mp4,Squat,118.0610494,98.30582253,70.66514955,141.9380645,118.0610494,98.30582253,70.66514955,1
E:\course_work\Dissertation\pose_estim\back_012_m01_20230224121915.mp4,Squat,102.1571601,94.59304838,69.49509372,140.7364192,102.1571601,94.59304838,69.49509372,1
E:\course_work\Dissertation\pose_estim\back_012_m01_20230224121932.mp4,Squat,103.5388372,97.91688664,67.29847804,143.7451165,103.5388372,97.91688664,67.29847804,1
E:\course_work\Dissertation\pose_estim\back_012_m01_20230224121950.mp4,Squat,107.2187898,90.37567925,61.81604384,160.1449951,107.2187898,90.37567925,61.81604384,1
E:\course_work\Dissertation\pose_estim\back_012_m01_20230224122007.mp4,Squat,106.7910431,96.04771204,66.47056144,142.1448029,106.7910431,96.04771204,66.47056144,1
E:\course_work\Dissertation\pose_estim\back_012_m01_20230224122022.mp4,Squat,109.3936154,92.00386477,66.4521896,145.2265093,109.3936154,92.00386477,66.4521896,1
E:\course_work\Dissertation\pose_estim\back_012_m01_20230224122038.mp4,Squat,104.7138054,93.24481664,65.85431666,140.6593255,104.7138054,93.24481664,65.85431666,1
E:\course_work\Dissertation\pose_estim\back_012_m02_20230224122156.mp4,Jump,119.631809,88.98473229,67.55298578,153.1303267,118.9920667,88.5088781,67.19173987,2
E:\course_work\Dissertation\pose_estim\back_012_m02_20230224122214.mp4,Jump,112.8088623,88.66762286,66.53736804,163.1348184,112.2088152,88.19598657,66.18344587,3
E:\course_work\Dissertation\pose_estim\back_012_m02_20230224122231.mp4,Jump,129.1340884,94.68328638,61.18906629,153.1012119,128.5072239,94.22365877,60.89203199,3
E:\course_work\Dissertation\pose_estim\back_012_m02_20230224122249.mp4,Jump,123.559394,98.26814437,72.00143407,161.8802129,122.8878755,97.73407837,71.61012193,1
E:\course_work\Dissertation\pose_estim\back_012_m02_20230224122307.mp4,Squat,134.0156558,92.07171175,66.12376742,156.0330063,133.2454509,91.54256398,65.74374577,3
E:\course_work\Dissertation\pose_estim\back_012_m02_20230224122325.mp4,Jump,114.7002644,92.55466335,64.60667802,164.5596874,114.0558809,92.03469333,64.24371916,3
E:\course_work\Dissertation\pose_estim\back_012_m02_20230224122341.mp4,Squat,112.5016555,88.53568713,55.92040185,155.9491971,111.8156698,87.99583538,55.57942379,1
E:\course_work\Dissertation\pose_estim\back_012_m02_20230224122357.mp4,Squat,109.5249057,93.90597948,60.13868453,135.0860765,108.9484588,93.41173749,59.82216514,2
E:\course_work\Dissertation\pose_estim\back_012_m02_20230224122419.mp4,Jump,115.5853883,86.92187662,62.16299142,163.130173,114.2793388,85.93970852,61.46058473,3
